sku_id,product_name,brand,category,subcategory,base_price,quality_score,price_tier,overpriced_flag,weak_listing_flag
CMP-0015,CoreMotion Performance CushionFlex Quick-Dry Tee,CoreMotion Performance,Sports & Outdoor,Quick-Dry Tee,638.0,0.852,Mid-Market,False,False
CMP-0016,CoreMotion Performance Trail Ready Yoga Set,CoreMotion Performance,Sports & Outdoor,Yoga Set,685.0,0.767,Premium,False,False
CMP-0017,CoreMotion Performance Limited Down Jacket,CoreMotion Performance,Sports & Outdoor,Down Jacket,307.0,0.646,Value,False,False
CMP-0018,CoreMotion Performance Vintage Yoga Set,CoreMotion Performance,Sports & Outdoor,Yoga Set,780.0,0.704,Premium,False,False
CMP-0019,CoreMotion Performance TechFeel Training Shoes,CoreMotion Performance,Sports & Outdoor,Training Shoes,843.0,0.573,Premium,False,True
CMP-0020,CoreMotion Performance Durable Shell Jacket,CoreMotion Performance,Sports & Outdoor,Shell Jacket,783.0,0.719,Premium,False,False
CMP-0021,CoreMotion Performance AirLite Down Jacket,CoreMotion Performance,Sports & Outdoor,Down Jacket,638.0,0.411,Mid-Market,False,False
CMP-0022,CoreMotion Performance Breeze Down Jacket,CoreMotion Performance,Sports & Outdoor,Down Jacket,865.0,0.816,Premium,False,False
CMP-0023,CoreMotion Performance SunCore Training Pants,CoreMotion Performance,Sports & Outdoor,Training Pants,471.0,0.651,Mid-Market,False,False
CMP-0024,CoreMotion Performance Minimal Down Jacket,CoreMotion Performance,Sports & Outdoor,Down Jacket,426.0,0.551,Mid-Market,False,False
CMP-0025,CoreMotion Performance CloudSoft Training Shoes,CoreMotion Performance,Sports & Outdoor,Training Shoes,373.0,0.788,Value,False,False
CMP-0026,CoreMotion Performance Featherweight Hiking Shoes,CoreMotion Performance,Sports & Outdoor,Hiking Shoes,301.0,0.606,Value,False,False
CMP-0027,CoreMotion Performance Classic Hiking Shoes,CoreMotion Performance,Sports & Outdoor,Hiking Shoes,655.0,0.402,Premium,False,False
CMP-0028,CoreMotion Performance New Season Training Shoes,CoreMotion Performance,Sports & Outdoor,Training Shoes,272.0,0.829,Value,False,False
CMP-0029,CoreMotion Performance Everyday Hiking Shoes,CoreMotion Performance,Sports & Outdoor,Hiking Shoes,415.0,0.471,Mid-Market,False,False
CMP-0030,CoreMotion Performance Comfort Fit Training Shoes,CoreMotion Performance,Sports & Outdoor,Training Shoes,580.0,0.645,Mid-Market,True,False
CMP-0031,CoreMotion Performance Urban Sports Backpack,CoreMotion Performance,Sports & Outdoor,Sports Backpack,162.0,0.484,Value,False,False
CMP-0032,CoreMotion Performance Lumen Quick-Dry Tee,CoreMotion Performance,Sports & Outdoor,Quick-Dry Tee,499.0,0.678,Mid-Market,False,True
CMP-0033,CoreMotion Performance Breathable Shell Jacket,CoreMotion Performance,Sports & Outdoor,Shell Jacket,478.0,0.75,Mid-Market,False,False
CMP-0034,CoreMotion Performance GripPro Training Pants,CoreMotion Performance,Sports & Outdoor,Training Pants,447.0,0.636,Mid-Market,False,True
CMP-0035,CoreMotion Performance CushionFlex Swimwear,CoreMotion Performance,Sports & Outdoor,Swimwear,805.0,0.478,Premium,False,True
CMP-0036,CoreMotion Performance Trail Ready Sports Backpack,CoreMotion Performance,Sports & Outdoor,Sports Backpack,392.0,0.499,Mid-Market,True,False
CMP-0037,CoreMotion Performance Limited Training Pants,CoreMotion Performance,Sports & Outdoor,Training Pants,552.0,0.767,Mid-Market,False,False
CMP-0038,CoreMotion Performance Vintage Training Pants,CoreMotion Performance,Sports & Outdoor,Training Pants,177.0,0.359,Value,False,False
CMP-0039,CoreMotion Performance TechFeel Down Jacket,CoreMotion Performance,Sports & Outdoor,Down Jacket,296.0,0.87,Value,False,False
CMP-0040,CoreMotion Performance Durable Quick-Dry Tee,CoreMotion Performance,Sports & Outdoor,Quick-Dry Tee,532.0,0.833,Mid-Market,False,False
CMP-0041,CoreMotion Performance AirLite Down Jacket,CoreMotion Performance,Sports & Outdoor,Down Jacket,242.0,0.767,Value,False,False
CMP-0042,CoreMotion Performance Breeze Training Shoes,CoreMotion Performance,Sports & Outdoor,Training Shoes,455.0,0.57,Mid-Market,False,False
CMP-0043,CoreMotion Performance SunCore Down Jacket,CoreMotion Performance,Sports & Outdoor,Down Jacket,599.0,0.63,Mid-Market,False,False
CMP-0044,CoreMotion Performance Minimal Quick-Dry Tee,CoreMotion Performance,Sports & Outdoor,Quick-Dry Tee,651.0,0.641,Premium,False,False
CMP-0045,CoreMotion Performance CloudSoft Hiking Shoes,CoreMotion Performance,Sports & Outdoor,Hiking Shoes,830.0,0.558,Premium,False,False
CMP-0046,CoreMotion Performance Featherweight Sports Backpack,CoreMotion Performance,Sports & Outdoor,Sports Backpack,805.0,0.621,Premium,False,False
CMP-0047,CoreMotion Performance Classic Quick-Dry Tee,CoreMotion Performance,Sports & Outdoor,Quick-Dry Tee,282.0,0.435,Value,False,False
CMP-0048,CoreMotion Performance New Season Training Shoes,CoreMotion Performance,Sports & Outdoor,Training Shoes,328.0,0.373,Value,True,False
CMP-0049,CoreMotion Performance Everyday Down Jacket,CoreMotion Performance,Sports & Outdoor,Down Jacket,227.0,0.584,Value,False,False
CMP-0050,CoreMotion Performance Comfort Fit Outdoor Sandals,CoreMotion Performance,Sports & Outdoor,Outdoor Sandals,482.0,0.461,Mid-Market,False,False
CMP-0051,CoreMotion Performance Urban Quick-Dry Tee,CoreMotion Performance,Sports & Outdoor,Quick-Dry Tee,290.0,0.816,Value,False,False
CMP-0052,CoreMotion Performance Lumen Outdoor Sandals,CoreMotion Performance,Sports & Outdoor,Outdoor Sandals,556.0,0.568,Mid-Market,False,False
CMP-0053,CoreMotion Performance Breathable Sports Backpack,CoreMotion Performance,Sports & Outdoor,Sports Backpack,333.0,0.872,Value,False,False
CMP-0054,CoreMotion Performance GripPro Training Shoes,CoreMotion Performance,Sports & Outdoor,Training Shoes,404.0,0.795,Mid-Market,False,False
CMP-0055,CoreMotion Performance CushionFlex Yoga Set,CoreMotion Performance,Sports & Outdoor,Yoga Set,412.0,0.764,Mid-Market,False,False
RFA-0001,RetroFit Active AirLite Training Pants,RetroFit Active,Sports & Outdoor,Training Pants,420.0,0.584,Mid-Market,True,True
RFA-0002,RetroFit Active Breeze Training Shoes,RetroFit Active,Sports & Outdoor,Training Shoes,630.0,0.753,Premium,False,False
RFA-0003,RetroFit Active SunCore Down Jacket,RetroFit Active,Sports & Outdoor,Down Jacket,374.0,0.333,Mid-Market,True,False
RFA-0004,RetroFit Active Minimal Down Jacket,RetroFit Active,Sports & Outdoor,Down Jacket,268.0,0.36,Value,True,False
RFA-0005,RetroFit Active CloudSoft Sports Backpack,RetroFit Active,Sports & Outdoor,Sports Backpack,326.0,0.599,Value,False,False
RFA-0006,RetroFit Active Featherweight Sports Backpack,RetroFit Active,Sports & Outdoor,Sports Backpack,352.0,0.417,Mid-Market,True,False
RFA-0007,RetroFit Active Classic Down Jacket,RetroFit Active,Sports & Outdoor,Down Jacket,576.0,0.923,Premium,False,False
RFA-0008,RetroFit Active New Season Sports Backpack,RetroFit Active,Sports & Outdoor,Sports Backpack,630.0,0.89,Premium,False,False
RFA-0009,RetroFit Active Everyday Hiking Shoes,RetroFit Active,Sports & Outdoor,Hiking Shoes,171.0,0.508,Value,False,False
RFA-0010,RetroFit Active Comfort Fit Training Shoes,RetroFit Active,Sports & Outdoor,Training Shoes,317.0,0.604,Value,False,True
RFA-0011,RetroFit Active Urban Hiking Shoes,RetroFit Active,Sports & Outdoor,Hiking Shoes,382.0,0.833,Mid-Market,False,False
RFA-0012,RetroFit Active Lumen Outdoor Sandals,RetroFit Active,Sports & Outdoor,Outdoor Sandals,358.0,0.929,Mid-Market,False,False
RFA-0013,RetroFit Active Breathable Training Shoes,RetroFit Active,Sports & Outdoor,Training Shoes,297.0,0.617,Value,False,False
RFA-0014,RetroFit Active GripPro Shell Jacket,RetroFit Active,Sports & Outdoor,Shell Jacket,350.0,0.586,Mid-Market,True,False
RFA-0015,RetroFit Active CushionFlex Sports Backpack,RetroFit Active,Sports & Outdoor,Sports Backpack,531.0,0.461,Mid-Market,False,False
RFA-0016,RetroFit Active Trail Ready Training Shoes,RetroFit Active,Sports & Outdoor,Training Shoes,488.0,0.839,Mid-Market,False,False
RFA-0017,RetroFit Active Limited Outdoor Sandals,RetroFit Active,Sports & Outdoor,Outdoor Sandals,416.0,0.527,Mid-Market,False,False
RFA-0018,RetroFit Active Vintage Swimwear,RetroFit Active,Sports & Outdoor,Swimwear,379.0,0.659,Mid-Market,False,False
RFA-0019,RetroFit Active TechFeel Swimwear,RetroFit Active,Sports & Outdoor,Swimwear,723.0,0.453,Premium,False,False
RFA-0020,RetroFit Active Durable Yoga Set,RetroFit Active,Sports & Outdoor,Yoga Set,464.0,0.48,Mid-Market,False,False
RFA-0021,RetroFit Active AirLite Hiking Shoes,RetroFit Active,Sports & Outdoor,Hiking Shoes,695.0,0.705,Premium,False,False
RFA-0022,RetroFit Active Breeze Sports Backpack,RetroFit Active,Sports & Outdoor,Sports Backpack,532.0,0.766,Mid-Market,False,False
RFA-0023,RetroFit Active SunCore Outdoor Sandals,RetroFit Active,Sports & Outdoor,Outdoor Sandals,217.0,0.648,Value,False,False
RFA-0024,RetroFit Active Minimal Quick-Dry Tee,RetroFit Active,Sports & Outdoor,Quick-Dry Tee,567.0,0.566,Mid-Market,False,False
RFA-0025,RetroFit Active CloudSoft Sports Backpack,RetroFit Active,Sports & Outdoor,Sports Backpack,316.0,0.333,Value,False,False
RFA-0026,RetroFit Active Featherweight Training Pants,RetroFit Active,Sports & Outdoor,Training Pants,190.0,0.87,Value,True,False
RFA-0027,RetroFit Active Classic Shell Jacket,RetroFit Active,Sports & Outdoor,Shell Jacket,495.0,0.664,Mid-Market,False,False
RFA-0028,RetroFit Active New Season Training Pants,RetroFit Active,Sports & Outdoor,Training Pants,541.0,0.468,Mid-Market,False,False
RFA-0029,RetroFit Active Everyday Outdoor Sandals,RetroFit Active,Sports & Outdoor,Outdoor Sandals,316.0,0.588,Value,False,False
RFA-0030,RetroFit Active Comfort Fit Swimwear,RetroFit Active,Sports & Outdoor,Swimwear,413.0,0.629,Mid-Market,False,False
RFA-0031,RetroFit Active Urban Outdoor Sandals,RetroFit Active,Sports & Outdoor,Outdoor Sandals,240.0,0.443,Value,False,False
RFA-0032,RetroFit Active Lumen Training Shoes,RetroFit Active,Sports & Outdoor,Training Shoes,765.0,0.682,Premium,False,False
RFA-0033,RetroFit Active Breathable Training Shoes,RetroFit Active,Sports & Outdoor,Training Shoes,570.0,0.649,Mid-Market,False,False
RFA-0034,RetroFit Active GripPro Hiking Shoes,RetroFit Active,Sports & Outdoor,Hiking Shoes,533.0,0.488,Mid-Market,False,False
RFA-0035,RetroFit Active CushionFlex Quick-Dry Tee,RetroFit Active,Sports & Outdoor,Quick-Dry Tee,481.0,0.19,Mid-Market,False,False
RFA-0036,RetroFit Active Trail Ready Training Pants,RetroFit Active,Sports & Outdoor,Training Pants,249.0,0.625,Value,True,False
RFA-0037,RetroFit Active Limited Yoga Set,RetroFit Active,Sports & Outdoor,Yoga Set,459.0,0.823,Mid-Market,False,True
RFA-0038,RetroFit Active Vintage Shell Jacket,RetroFit Active,Sports & Outdoor,Shell Jacket,203.0,0.757,Value,False,False
RFA-0039,RetroFit Active TechFeel Training Pants,RetroFit Active,Sports & Outdoor,Training Pants,250.0,0.469,Value,True,True
RFA-0040,RetroFit Active Durable Swimwear,RetroFit Active,Sports & Outdoor,Swimwear,411.0,0.714,Mid-Market,False,False
RFA-0041,RetroFit Active AirLite Swimwear,RetroFit Active,Sports & Outdoor,Swimwear,543.0,0.761,Mid-Market,False,False
RFA-0042,RetroFit Active Breeze Yoga Set,RetroFit Active,Sports & Outdoor,Yoga Set,734.0,0.789,Premium,False,False
RFA-0043,RetroFit Active SunCore Down Jacket,RetroFit Active,Sports & Outdoor,Down Jacket,500.0,0.559,Mid-Market,True,False
RFA-0044,RetroFit Active Minimal Outdoor Sandals,RetroFit Active,Sports & Outdoor,Outdoor Sandals,360.0,0.456,Mid-Market,True,False
RFA-0045,RetroFit Active CloudSoft Training Shoes,RetroFit Active,Sports & Outdoor,Training Shoes,346.0,0.593,Mid-Market,False,False
AQP-0001,AquaPulse AirLite Swimwear,AquaPulse,Sports & Outdoor,Swimwear,436.0,0.69,Premium,False,False
AQP-0002,AquaPulse Breeze Swimwear,AquaPulse,Sports & Outdoor,Swimwear,257.0,0.662,Mid-Market,True,False
AQP-0003,AquaPulse SunCore Sports Backpack,AquaPulse,Sports & Outdoor,Sports Backpack,324.0,0.843,Mid-Market,False,False
AQP-0004,AquaPulse Minimal Sports Backpack,AquaPulse,Sports & Outdoor,Sports Backpack,574.0,0.807,Premium,False,False
AQP-0005,AquaPulse CloudSoft Swimwear,AquaPulse,Sports & Outdoor,Swimwear,369.0,0.903,Mid-Market,False,False
AQP-0006,AquaPulse Featherweight Sports Backpack,AquaPulse,Sports & Outdoor,Sports Backpack,103.0,0.533,Value,False,False
AQP-0007,AquaPulse Classic Quick-Dry Tee,AquaPulse,Sports & Outdoor,Quick-Dry Tee,355.0,0.603,Mid-Market,False,False
AQP-0008,AquaPulse New Season Training Pants,AquaPulse,Sports & Outdoor,Training Pants,254.0,0.594,Mid-Market,False,False
AQP-0009,AquaPulse Everyday Down Jacket,AquaPulse,Sports & Outdoor,Down Jacket,103.0,0.603,Value,False,False
AQP-0010,AquaPulse Comfort Fit Yoga Set,AquaPulse,Sports & Outdoor,Yoga Set,232.0,0.73,Value,False,False
AQP-0011,AquaPulse Urban Hiking Shoes,AquaPulse,Sports & Outdoor,Hiking Shoes,276.0,0.561,Mid-Market,False,False
AQP-0012,AquaPulse Lumen Training Pants,AquaPulse,Sports & Outdoor,Training Pants,128.0,0.634,Value,True,False
AQP-0013,AquaPulse Breathable Hiking Shoes,AquaPulse,Sports & Outdoor,Hiking Shoes,359.0,0.277,Mid-Market,False,False
AQP-0014,AquaPulse GripPro Quick-Dry Tee,AquaPulse,Sports & Outdoor,Quick-Dry Tee,256.0,0.505,Mid-Market,False,False
AQP-0015,AquaPulse CushionFlex Training Shoes,AquaPulse,Sports & Outdoor,Training Shoes,218.0,0.599,Value,True,False
AQP-0016,AquaPulse Trail Ready Yoga Set,AquaPulse,Sports & Outdoor,Yoga Set,421.0,0.745,Mid-Market,False,False
AQP-0017,AquaPulse Limited Training Shoes,AquaPulse,Sports & Outdoor,Training Shoes,317.0,0.252,Mid-Market,False,False
AQP-0018,AquaPulse Vintage Training Pants,AquaPulse,Sports & Outdoor,Training Pants,558.0,0.707,Premium,False,False
AQP-0019,AquaPulse TechFeel Training Shoes,AquaPulse,Sports & Outdoor,Training Shoes,580.0,0.637,Premium,True,False
AQP-0020,AquaPulse Durable Shell Jacket,AquaPulse,Sports & Outdoor,Shell Jacket,370.0,0.697,Mid-Market,True,False
AQP-0021,AquaPulse AirLite Training Shoes,AquaPulse,Sports & Outdoor,Training Shoes,426.0,0.687,Premium,False,False
AQP-0022,AquaPulse Breeze Shell Jacket,AquaPulse,Sports & Outdoor,Shell Jacket,212.0,0.627,Value,False,False
AQP-0023,AquaPulse SunCore Sports Backpack,AquaPulse,Sports & Outdoor,Sports Backpack,263.0,0.641,Mid-Market,False,False
AQP-0024,AquaPulse Minimal Training Shoes,AquaPulse,Sports & Outdoor,Training Shoes,437.0,0.825,Premium,False,False
AQP-0025,AquaPulse CloudSoft Yoga Set,AquaPulse,Sports & Outdoor,Yoga Set,258.0,0.602,Mid-Market,True,False
AQP-0026,AquaPulse Featherweight Training Pants,AquaPulse,Sports & Outdoor,Training Pants,495.0,0.661,Premium,False,False
AQP-0027,AquaPulse Classic Training Pants,AquaPulse,Sports & Outdoor,Training Pants,312.0,0.431,Mid-Market,False,False
AQP-0028,AquaPulse New Season Training Shoes,AquaPulse,Sports & Outdoor,Training Shoes,201.0,0.453,Value,False,False
AQP-0029,AquaPulse Everyday Shell Jacket,AquaPulse,Sports & Outdoor,Shell Jacket,215.0,0.617,Value,False,False
AQP-0030,AquaPulse Comfort Fit Down Jacket,AquaPulse,Sports & Outdoor,Down Jacket,305.0,0.618,Mid-Market,True,False
AQP-0031,AquaPulse Urban Hiking Shoes,AquaPulse,Sports & Outdoor,Hiking Shoes,210.0,0.577,Value,False,True
AQP-0032,AquaPulse Lumen Hiking Shoes,AquaPulse,Sports & Outdoor,Hiking Shoes,405.0,0.601,Mid-Market,False,False
AQP-0033,AquaPulse Breathable Yoga Set,AquaPulse,Sports & Outdoor,Yoga Set,317.0,0.69,Mid-Market,False,False
AQP-0034,AquaPulse GripPro Training Shoes,AquaPulse,Sports & Outdoor,Training Shoes,547.0,0.575,Premium,False,True
AQP-0035,AquaPulse CushionFlex Outdoor Sandals,AquaPulse,Sports & Outdoor,Outdoor Sandals,512.0,0.543,Premium,False,False
SLS-0001,SummitLane Sports AirLite Quick-Dry Tee,SummitLane Sports,Sports & Outdoor,Quick-Dry Tee,428.0,0.76,Mid-Market,False,False
SLS-0002,SummitLane Sports Breeze Hiking Shoes,SummitLane Sports,Sports & Outdoor,Hiking Shoes,265.0,0.836,Value,False,False
SLS-0003,SummitLane Sports SunCore Hiking Shoes,SummitLane Sports,Sports & Outdoor,Hiking Shoes,423.0,0.792,Mid-Market,False,False
SLS-0004,SummitLane Sports Minimal Sports Backpack,SummitLane Sports,Sports & Outdoor,Sports Backpack,233.0,0.514,Value,False,False
SLS-0005,SummitLane Sports CloudSoft Down Jacket,SummitLane Sports,Sports & Outdoor,Down Jacket,470.0,0.756,Mid-Market,True,False
SLS-0006,SummitLane Sports Featherweight Swimwear,SummitLane Sports,Sports & Outdoor,Swimwear,511.0,0.563,Mid-Market,False,False
SLS-0007,SummitLane Sports Classic Down Jacket,SummitLane Sports,Sports & Outdoor,Down Jacket,188.0,0.626,Value,False,False
SLS-0008,SummitLane Sports New Season Sports Backpack,SummitLane Sports,Sports & Outdoor,Sports Backpack,558.0,0.729,Mid-Market,False,True
SLS-0009,SummitLane Sports Everyday Sports Backpack,SummitLane Sports,Sports & Outdoor,Sports Backpack,401.0,0.621,Mid-Market,True,False
SLS-0010,SummitLane Sports Comfort Fit Swimwear,SummitLane Sports,Sports & Outdoor,Swimwear,322.0,0.85,Value,False,False
SLS-0011,SummitLane Sports Urban Yoga Set,SummitLane Sports,Sports & Outdoor,Yoga Set,383.0,0.606,Mid-Market,False,False
SLS-0012,SummitLane Sports Lumen Down Jacket,SummitLane Sports,Sports & Outdoor,Down Jacket,714.0,0.685,Premium,False,False
SLS-0013,SummitLane Sports Breathable Quick-Dry Tee,SummitLane Sports,Sports & Outdoor,Quick-Dry Tee,539.0,0.741,Mid-Market,False,True
SLS-0014,SummitLane Sports GripPro Shell Jacket,SummitLane Sports,Sports & Outdoor,Shell Jacket,348.0,0.792,Mid-Market,False,False
SLS-0015,SummitLane Sports CushionFlex Training Pants,SummitLane Sports,Sports & Outdoor,Training Pants,219.0,0.92,Value,False,True
SLS-0016,SummitLane Sports Trail Ready Outdoor Sandals,SummitLane Sports,Sports & Outdoor,Outdoor Sandals,320.0,0.813,Value,False,False
SLS-0017,SummitLane Sports Limited Training Pants,SummitLane Sports,Sports & Outdoor,Training Pants,347.0,0.881,Mid-Market,False,False
SLS-0018,SummitLane Sports Vintage Swimwear,SummitLane Sports,Sports & Outdoor,Swimwear,225.0,0.626,Value,False,False
SLS-0019,SummitLane Sports TechFeel Outdoor Sandals,SummitLane Sports,Sports & Outdoor,Outdoor Sandals,447.0,0.772,Mid-Market,True,True
SLS-0020,SummitLane Sports Durable Swimwear,SummitLane Sports,Sports & Outdoor,Swimwear,735.0,0.84,Premium,True,False
SLS-0021,SummitLane Sports AirLite Down Jacket,SummitLane Sports,Sports & Outdoor,Down Jacket,209.0,0.44,Value,False,False
SLS-0022,SummitLane Sports Breeze Outdoor Sandals,SummitLane Sports,Sports & Outdoor,Outdoor Sandals,545.0,0.705,Mid-Market,False,False
SLS-0023,SummitLane Sports SunCore Quick-Dry Tee,SummitLane Sports,Sports & Outdoor,Quick-Dry Tee,484.0,0.827,Mid-Market,False,False
SLS-0024,SummitLane Sports Minimal Sports Backpack,SummitLane Sports,Sports & Outdoor,Sports Backpack,136.0,0.71,Value,False,False
SLS-0025,SummitLane Sports CloudSoft Outdoor Sandals,SummitLane Sports,Sports & Outdoor,Outdoor Sandals,451.0,0.504,Mid-Market,False,False
SLS-0026,SummitLane Sports Featherweight Sports Backpack,SummitLane Sports,Sports & Outdoor,Sports Backpack,447.0,0.718,Mid-Market,False,False
SLS-0027,SummitLane Sports Classic Training Shoes,SummitLane Sports,Sports & Outdoor,Training Shoes,143.0,0.613,Value,False,False
SLS-0028,SummitLane Sports New Season Training Pants,SummitLane Sports,Sports & Outdoor,Training Pants,511.0,0.525,Mid-Market,False,False
SLS-0029,SummitLane Sports Everyday Outdoor Sandals,SummitLane Sports,Sports & Outdoor,Outdoor Sandals,155.0,0.89,Value,False,True
SLS-0030,SummitLane Sports Comfort Fit Quick-Dry Tee,SummitLane Sports,Sports & Outdoor,Quick-Dry Tee,190.0,0.759,Value,False,False
SLS-0031,SummitLane Sports Urban Outdoor Sandals,SummitLane Sports,Sports & Outdoor,Outdoor Sandals,664.0,0.546,Premium,False,False
SLS-0032,SummitLane Sports Lumen Outdoor Sandals,SummitLane Sports,Sports & Outdoor,Outdoor Sandals,754.0,0.568,Premium,False,False
SLS-0033,SummitLane Sports Breathable Down Jacket,SummitLane Sports,Sports & Outdoor,Down Jacket,496.0,0.464,Mid-Market,False,False
SLS-0034,SummitLane Sports GripPro Training Shoes,SummitLane Sports,Sports & Outdoor,Training Shoes,508.0,0.647,Mid-Market,True,False
SLS-0035,SummitLane Sports CushionFlex Quick-Dry Tee,SummitLane Sports,Sports & Outdoor,Quick-Dry Tee,498.0,0.358,Mid-Market,False,False
SLS-0036,SummitLane Sports Trail Ready Down Jacket,SummitLane Sports,Sports & Outdoor,Down Jacket,610.0,0.523,Premium,False,False
SLS-0037,SummitLane Sports Limited Training Shoes,SummitLane Sports,Sports & Outdoor,Training Shoes,552.0,0.62,Mid-Market,False,False
SLS-0038,SummitLane Sports Vintage Quick-Dry Tee,SummitLane Sports,Sports & Outdoor,Quick-Dry Tee,298.0,0.623,Value,True,False
SLS-0039,SummitLane Sports TechFeel Down Jacket,SummitLane Sports,Sports & Outdoor,Down Jacket,693.0,0.885,Premium,False,True
SLS-0040,SummitLane Sports Durable Hiking Shoes,SummitLane Sports,Sports & Outdoor,Hiking Shoes,694.0,0.497,Premium,False,False
SLS-0041,SummitLane Sports AirLite Hiking Shoes,SummitLane Sports,Sports & Outdoor,Hiking Shoes,722.0,0.742,Premium,False,False
SLS-0042,SummitLane Sports Breeze Sports Backpack,SummitLane Sports,Sports & Outdoor,Sports Backpack,264.0,0.37,Value,True,False
SLS-0043,SummitLane Sports SunCore Yoga Set,SummitLane Sports,Sports & Outdoor,Yoga Set,276.0,0.8,Value,False,True
SLS-0044,SummitLane Sports Minimal Swimwear,SummitLane Sports,Sports & Outdoor,Swimwear,140.0,0.551,Value,False,False
SLS-0045,SummitLane Sports CloudSoft Outdoor Sandals,SummitLane Sports,Sports & Outdoor,Outdoor Sandals,506.0,0.274,Mid-Market,True,False
SLS-0046,SummitLane Sports Featherweight Down Jacket,SummitLane Sports,Sports & Outdoor,Down Jacket,372.0,0.723,Mid-Market,False,True
SLS-0047,SummitLane Sports Classic Quick-Dry Tee,SummitLane Sports,Sports & Outdoor,Quick-Dry Tee,209.0,0.509,Value,False,False
SLS-0048,SummitLane Sports New Season Swimwear,SummitLane Sports,Sports & Outdoor,Swimwear,706.0,0.836,Premium,True,True
SLS-0049,SummitLane Sports Everyday Swimwear,SummitLane Sports,Sports & Outdoor,Swimwear,482.0,0.601,Mid-Market,False,True
SLS-0050,SummitLane Sports Comfort Fit Outdoor Sandals,SummitLane Sports,Sports & Outdoor,Outdoor Sandals,403.0,0.493,Mid-Market,False,False
SLS-0051,SummitLane Sports Urban Down Jacket,SummitLane Sports,Sports & Outdoor,Down Jacket,494.0,0.414,Mid-Market,False,False
SLS-0052,SummitLane Sports Lumen Swimwear,SummitLane Sports,Sports & Outdoor,Swimwear,658.0,0.863,Premium,False,False
SLS-0053,SummitLane Sports Breathable Hiking Shoes,SummitLane Sports,Sports & Outdoor,Hiking Shoes,544.0,0.691,Mid-Market,False,False
SLS-0054,SummitLane Sports GripPro Training Pants,SummitLane Sports,Sports & Outdoor,Training Pants,273.0,0.392,Value,True,False
SLS-0055,SummitLane Sports CushionFlex Sports Backpack,SummitLane Sports,Sports & Outdoor,Sports Backpack,142.0,0.841,Value,False,False
SLS-0056,SummitLane Sports Trail Ready Sports Backpack,SummitLane Sports,Sports & Outdoor,Sports Backpack,753.0,0.646,Premium,False,False
SLS-0057,SummitLane Sports Limited Sports Backpack,SummitLane Sports,Sports & Outdoor,Sports Backpack,452.0,0.596,Mid-Market,True,False
SLS-0058,SummitLane Sports Vintage Shell Jacket,SummitLane Sports,Sports & Outdoor,Shell Jacket,540.0,0.338,Mid-Market,False,False
SLS-0059,SummitLane Sports TechFeel Training Pants,SummitLane Sports,Sports & Outdoor,Training Pants,434.0,0.921,Mid-Market,False,False
SLS-0060,SummitLane Sports Durable Training Pants,SummitLane Sports,Sports & Outdoor,Training Pants,190.0,0.772,Value,False,True
SLS-0061,SummitLane Sports AirLite Swimwear,SummitLane Sports,Sports & Outdoor,Swimwear,161.0,0.778,Value,False,True
SLS-0062,SummitLane Sports Breeze Training Pants,SummitLane Sports,Sports & Outdoor,Training Pants,356.0,0.671,Mid-Market,False,False
SLS-0063,SummitLane Sports SunCore Swimwear,SummitLane Sports,Sports & Outdoor,Swimwear,524.0,0.332,Mid-Market,False,False
SLS-0064,SummitLane Sports Minimal Shell Jacket,SummitLane Sports,Sports & Outdoor,Shell Jacket,551.0,0.762,Mid-Market,False,True
SLS-0065,SummitLane Sports CloudSoft Sports Backpack,SummitLane Sports,Sports & Outdoor,Sports Backpack,723.0,0.646,Premium,False,False
SLS-0066,SummitLane Sports Featherweight Training Shoes,SummitLane Sports,Sports & Outdoor,Training Shoes,372.0,0.656,Mid-Market,False,False
SLS-0067,SummitLane Sports Classic Sports Backpack,SummitLane Sports,Sports & Outdoor,Sports Backpack,146.0,0.363,Value,True,False
SLS-0068,SummitLane Sports New Season Down Jacket,SummitLane Sports,Sports & Outdoor,Down Jacket,233.0,0.806,Value,False,False
SLS-0069,SummitLane Sports Everyday Yoga Set,SummitLane Sports,Sports & Outdoor,Yoga Set,709.0,0.711,Premium,False,False
SLS-0070,SummitLane Sports Comfort Fit Down Jacket,SummitLane Sports,Sports & Outdoor,Down Jacket,230.0,0.335,Value,False,False
FLX-0001,FlexStep AirLite Yoga Set,FlexStep,Sports & Outdoor,Yoga Set,232.0,0.807,Value,True,False
FLX-0002,FlexStep Breeze Down Jacket,FlexStep,Sports & Outdoor,Down Jacket,411.0,0.529,Mid-Market,True,False
FLX-0003,FlexStep SunCore Sports Backpack,FlexStep,Sports & Outdoor,Sports Backpack,381.0,0.302,Mid-Market,True,False
FLX-0004,FlexStep Minimal Sports Backpack,FlexStep,Sports & Outdoor,Sports Backpack,396.0,0.444,Mid-Market,False,False
FLX-0005,FlexStep CloudSoft Quick-Dry Tee,FlexStep,Sports & Outdoor,Quick-Dry Tee,681.0,0.781,Premium,False,True
FLX-0006,FlexStep Featherweight Down Jacket,FlexStep,Sports & Outdoor,Down Jacket,280.0,0.513,Value,True,False
FLX-0007,FlexStep Classic Yoga Set,FlexStep,Sports & Outdoor,Yoga Set,403.0,0.675,Mid-Market,True,False
FLX-0008,FlexStep New Season Training Pants,FlexStep,Sports & Outdoor,Training Pants,213.0,0.582,Value,False,False
